AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID
34261,19619,Ekta Gopal,57,1
34262,19620,Dalaja Parekh,22,1
34263,19621,Jagrati Kurian,44,1
34264,19622,Lekha Baral,35,2
34265,19623,Samaksh Nair,49,1
34266,19623,Madhav Sachdeva,20,1
34267,19624,Pranav Rege,18,2
34268,19624,Yashvi Sha,39,1
34269,19625,Azad Dasgupta,21,1
34270,19625,Eesha Chad,20,1
34271,19626,Vincent Lalla,26,1
34272,19627,Faqid Dara,41,1
34273,19627,Samesh Kade,23,2
34274,19628,Sanaya Devi,19,1
34275,19629,Falan Kanda,41,2
34276,19630,Chatresh Sunder,19,1
34277,19631,Wriddhish Pant,51,1
34278,19631,Ekaja Bansal,40,1
34279,19631,Chatura Deo,46,1
34280,19631,Jagat Rajagopal,54,1
34281,19632,Radhika Bhalla,37,2
34282,19633,Vaishnavi Nair,27,2
34283,19634,Zaid Seshadri,34,2
34284,19635,Ikbal Gola,40,1
34285,19636,Divya Kari,49,1
34286,19636,Simon Nair,40,1
34287,19636,Eesha Ahuja,43,1
34288,19636,Aadi Karnik,53,1
34289,19637,Qasim Kalla,24,2
34290,19637,Wridesh Thaman,36,1
34291,19638,Praneel Bir,23,1
34292,19638,Eta Baria,48,1
34293,19638,Inaya Varma,39,2
34294,19639,Charles Natt,22,1
34295,19640,Nirja Bala,46,2
34296,19640,Yashawini Kakar,40,1
34297,19641,Ishwar Deshpande,33,2
34298,19641,Eta Sarraf,28,2
34299,19642,Kai Kurian,31,1
34300,19643,Chavvi Lall,47,1
34301,19644,Alka Das,53,1
34302,19644,Bakhshi Shukla,59,1
34303,19644,Yashawini Pant,22,1
34304,19645,Saanvi Tella,44,1
34305,19646,Avi Lad,54,1
34306,19646,Anthony Goyal,54,1
34307,19646,Pooja Ravel,49,1
34308,19647,Onkar Mohan,54,1
34309,19647,Chatresh Patel,42,2
34310,19648,Tejas Chada,38,1
34311,19648,Henry Viswanathan,45,1
34312,19649,Janani Das,45,1
34313,19649,Nandini Bhat,28,1
34314,19650,Harshil Patla,44,1
34315,19651,Advika Bahri,48,1
34316,19652,Anthony Sandhu,19,1
34317,19652,Priya Nigam,41,1
34318,19653,Guneet Walla,23,1
34319,19653,Chanchal Devan,40,1
34320,19654,Patrick Dubey,41,2
34321,19655,Hema Chaudhari,33,2
34322,19655,Shivansh Jani,46,1
34323,19655,Qasim Cherian,40,1
34324,19656,Yauvani Pingle,55,1
34325,19657,Rudra Chaudhry,50,1
34326,19657,Lipika Dyal,22,1
34327,19657,Noah Garde,25,1
34328,19657,Vritti Munshi,33,1
34329,19658,Ikbal Salvi,56,1
34330,19658,Lakshit Dani,44,1
34331,19659,Dakshesh Kata,44,1
34332,19660,Yashvi Khosla,20,1
34333,19661,Jackson Rajagopal,23,2
34334,19661,Turvi Tandon,36,2
34335,19662,Samuel Buch,23,1
34336,19662,Hemani Magar,46,1
34337,19663,Abdul Thakur,42,1
34338,19663,Dominic Baria,38,2
34339,19664,Rohan Brar,41,1
34340,19665,Yashodhara Chokshi,34,2
34341,19665,Tanvi Manda,53,1
34342,19666,Manthan Dhillon,35,1
34343,19667,Vyanjana Ahuja,50,1
34344,19668,Lila Mandal,54,1
34345,19669,Wridesh Lad,42,1
34346,19670,Aadhya Bala,40,1
34347,19671,Victor Chhabra,60,1
34348,19671,Anamika Bhatti,25,1
34349,19672,Advika Buch,50,1
34350,19673,Abhiram Pandya,28,2
34351,19673,Daksh Shere,21,1
34352,19673,Divya Chopra,50,2
34353,19674,Kiaan Arora,51,1
34354,19674,Hemal Vohra,38,2
34355,19675,Gaurang Vaidya,48,1
34356,19676,Mohini Sharma,48,2
34357,19676,Vansha Shan,31,1
34358,19676,Advik Mangal,35,2
34359,19676,Udant Doshi,52,1
34360,19677,Tarak Pal,55,2
34361,19678,Inaya Dora,34,1
34362,19678,Yashvi Krishna,45,1
34363,19678,Samarth Iyengar,48,2
34364,19679,Zayyan Som,41,1
34365,19679,Chavvi Srinivasan,51,2
34366,19680,Balveer Kant,50,1
34367,19680,Joshua Murthy,57,1
34368,19680,Mason Jha,50,1
34369,19681,Saanvi Parekh,45,1
34370,19681,Udant Prashad,58,1
34371,19681,Bimala Jhaveri,36,1
34372,19682,Imaran Mammen,57,1
34373,19682,Kashish Bal,39,1
34374,19683,Pallavi Dugar,43,2
34375,19684,Lajita Baria,46,1
34376,19684,Ayushman Gulati,58,1
34377,19685,Shivani Chawla,21,1
34378,19685,Rushil Behl,57,2
34379,19685,Darpan Sunder,54,1
34380,19686,Guneet Mishra,29,2
34381,19686,Neelima Boase,42,1
34382,19686,Sanaya Apte,27,1
34383,19686,Vaishnavi Babu,18,1
34384,19687,David Kapur,23,1
34385,19687,Meghana Prakash,29,1
34386,19687,Sneha Grover,47,1
34387,19688,Girik Om,36,1
34388,19688,Owen Hayer,24,1
34389,19689,Laksh Goda,59,2
34390,19690,Rishi Aurora,19,1
34391,19690,Krisha Pau,37,2
34392,19691,Odika Sane,55,1
34393,19692,Janaki Khatri,42,1
34394,19693,Rachit Saran,18,1
34395,19694,Yachana Nadkarni,39,2
34396,19695,Anirudh Goyal,23,1
34397,19696,Sarthak Dube,41,2
34398,19696,Agastya Karan,43,1
34399,19697,Qabil Gupta,46,2
34400,19698,Ati Chandra,20,1
34401,19698,Fiyaz Chokshi,34,2
34402,19698,Shivansh Gala,45,1
34403,19699,Adya Chaudhuri,49,1
34404,19700,Jagat Purohit,50,1
34405,19700,Warda Narain,21,2
34406,19700,Harsh Boase,33,1
34407,19701,Unnati Sankaran,35,1
34408,19702,Azad Chatterjee,49,1
34409,19703,Kashvi Rege,18,1
34410,19703,Karan Halder,57,1
34411,19704,Prisha Nori,34,1
34412,19704,Zayyan Chhabra,36,1
34413,19704,Tara Sant,58,2
34414,19704,Jairaj Mallick,31,1
34415,19705,Mitesh Mohan,23,2
34416,19706,Ekavir Rana,20,1
34417,19707,Bahadurjit Bedi,25,1
34418,19708,Faras Parikh,57,1
34419,19708,Vaishnavi Dash,53,1
34420,19709,Veer Kapadia,36,1
34421,19710,Osha Buch,32,1
34422,19711,Arin Solanki,21,1
34423,19711,Wahab Bandi,48,1
34424,19712,Urmi Gupta,60,1
34425,19712,Frederick Devan,37,1
34426,19713,Chandani Manda,31,1
34427,19713,Radhika Jani,38,2
34428,19714,Netra Bora,35,1
34429,19714,Gunbir Divan,24,1
34430,19715,Ijaya Mani,35,1
34431,19716,Megha Babu,47,2
34432,19716,Rishi Dubey,44,2
34433,19716,Libni Mander,52,1
34434,19717,Januja Palan,32,1
34435,19718,Gopal Prasad,60,1
34436,19718,Parth Mittal,24,1
34437,19718,Hiral Sankaran,46,1
34438,19719,Yoshita Chaudhuri,44,2
34439,19720,Udarsh Sachar,21,1
34440,19721,Atharv Mahal,26,1
34441,19721,Ethan Kurian,39,1
34442,19721,Kashvi Agrawal,53,2
34443,19722,Gagan Wason,55,2
34444,19722,Pranit Borra,26,1
34445,19722,Chaitaly Dada,33,1
34446,19723,Saanvi Nair,48,1
34447,19723,Qushi Kapadia,42,1
34448,19724,Vedika Kapur,39,1
34449,19724,Amrita Salvi,46,1
34450,19725,Balendra Yadav,50,2
34451,19725,Radha Gupta,31,1
34452,19726,Max Mangal,58,1
34453,19727,Panini Narayanan,50,1
34454,19728,Ekta Barad,20,2
34455,19728,Garima Boase,32,2
34456,19728,Wakeeta Rajagopal,30,2
34457,19729,Henry Lala,48,1
34458,19729,Aradhana Chandra,32,2
34459,19729,Bahadurjit Suri,30,1
34460,19730,Luke Bali,38,2
34461,19730,Raagini Mody,34,1
34462,19731,Meera Gade,45,1
34463,19732,Upasna Nanda,52,2
34464,19732,Wriddhish Aggarwal,56,1
34465,19732,Nilima Raman,23,1
34466,19733,Ekaraj Suresh,53,1
34467,19733,Aashi Rattan,45,1
34468,19734,Alexander Vyas,31,1
34469,19734,Victor Radhakrishnan,20,1
34470,19735,Ucchal Sant,54,1
34471,19735,Abhimanyu Gill,56,2
34472,19735,Bhavna Sane,47,1
34473,19736,Ekantika Toor,52,1
34474,19737,Chatura Soman,54,1
34475,19738,Urvashi Oommen,48,2
34476,19738,Bakhshi Dhillon,27,1
34477,19738,Watika Lad,59,1
34478,19739,Aashi Garde,39,1
34479,19739,David Dube,40,1
34480,19739,Sneha Subramanian,56,1
34481,19740,Onveer Boase,41,1
34482,19741,Mekhala Narang,51,1
34483,19742,Manthan Behl,40,1
34484,19742,Orinder Setty,21,2
34485,19743,Tristan Saha,54,1
34486,19743,Alexander Shroff,52,1
34487,19744,Waida Kaur,53,2
34488,19744,Gautam Dayal,38,1
34489,19745,Zayyan Luthra,58,1
34490,19745,Warhi Kunda,56,1
34491,19746,Ishanvi Wadhwa,57,2
34492,19746,Vivaan Khosla,57,1
34493,19747,Ikshita Chakraborty,25,1
34494,19747,William Chacko,20,2
34495,19747,Samaksh Seshadri,30,1
34496,19748,Wahab Mani,27,1
34497,19748,Mohammed Thakur,31,1
34498,19749,Nandini Majumdar,23,1
34499,19749,Yashasvi Gola,47,1
34500,19749,Vedant Nagi,51,1
34501,19749,Qasim Kara,60,1
34502,19750,Anita Garg,36,1
34503,19750,Kabir Pau,53,1
34504,19751,Upkaar Raghavan,48,1
34505,19752,Meghana Sen,36,1
34506,19753,Wazir Nigam,20,1
34507,19754,William Dayal,36,1
34508,19755,Aryan Raghavan,25,1
34509,19755,Liam Karpe,25,1
34510,19756,Ekavir Agarwal,51,1
34511,19756,Wriddhish Ravel,23,1
34512,19757,Prisha Nori,34,1
34513,19757,Advik Gandhi,43,2
34514,19758,Raagini Rajan,27,1
34515,19759,Chakradev Buch,32,1
34516,19760,Ronith Vala,46,1
34517,19761,Darpan Lall,54,1
34518,19761,Nakul Bhavsar,35,1
34519,19762,Gaurika Issac,32,2
34520,19762,Radha Lata,48,1
34521,19762,Hitesh Chakraborty,24,1
34522,19763,Zarna Rai,22,1
34523,19764,Frederick Muni,54,1
34524,19765,Vedant Bali,23,1
34525,19765,Hiral Agrawal,38,1
34526,19766,Lucky Thakur,35,1
34527,19766,Bhavani Mani,42,1
34528,19767,Ekani Mammen,33,1
34529,19767,Shivansh Kohli,59,1
34530,19767,Laksh Deep,25,1
34531,19768,Harish Khanna,60,1
34532,19768,Diya Ravel,36,1
34533,19768,Bina Guha,21,1
34534,19769,Vinaya Khare,46,1
34535,19769,Shravya Sastry,42,1
34536,19769,Mekhala Babu,30,1
34537,19770,Xalak Sachdeva,50,1
34538,19770,Nihal Roy,46,2
34539,19771,Darpan Patel,43,2
34540,19771,Inaya Batta,32,1
34541,19772,Zayyan Pandya,20,1
34542,19773,Qarin Gade,57,1
34543,19773,Nachiket Bir,43,2
34544,19773,Jonathan Sabharwal,56,1
34545,19774,Yatan Deshpande,35,1
34546,19774,Girish Banik,19,1
34547,19775,Samaksh Menon,49,1
34548,19775,Timothy Kanda,56,1
34549,19775,Meera Kari,39,1
34550,19775,Harish Ganesh,31,1
34551,19776,Lakshmi Varkey,19,1
34552,19777,Nihal Soni,54,1
34553,19777,Yadavi Kant,37,2
34554,19778,Ikshita Jha,57,2
34555,19779,Utkarsh Khare,21,1
34556,19780,Devansh Sane,60,2
34557,19781,Timothy Borde,41,1
34558,19781,Neel Uppal,39,1
34559,19782,Yash Mutti,39,1
34560,19783,Ishita Sibal,57,2
34561,19783,Bhavna Swamy,49,1
34562,19784,Chandran Bath,49,1
34563,19785,Xalak Sachdev,52,2
34564,19786,Ryan Chahal,57,1
34565,19787,Eshana Varghese,37,1
34566,19787,Lipika Sampath,26,1
34567,19788,Chakradhar Dutta,42,2
34568,19789,Gauri Sathe,44,1
34569,19789,Yoshita Halder,49,1
34570,19790,Dev Saran,20,1
34571,19791,Balvan Grover,46,1
34572,19791,Yasti Gola,44,2
34573,19792,Chatresh Chandran,30,1
34574,19792,Aachal Bhavsar,41,1
34575,19793,Ethan Sur,36,1
34576,19793,Daksha Mukhopadhyay,19,1
34577,19794,Leena Behl,24,1
34578,19794,Bahadurjit Bedi,25,1
34579,19795,Viraj Yohannan,28,2
34580,19796,Neel Jani,26,1
34581,19797,Raksha Babu,58,2
34582,19798,Shivani Pant,29,1
34583,19798,Baljiwan Issac,60,1
34584,19798,Abhimanyu Setty,41,1
34585,19799,Vihaan Walia,54,1
34586,19800,Utkarsh Soman,28,2
34587,19801,Gayathri Singhal,24,1
34588,19802,Ojasvi Goswami,20,1
34589,19802,Unni Ratta,36,1
34590,19803,Chameli Saxena,24,2
34591,19804,Jeevika Pandya,19,1
34592,19805,Ubika Bhatti,32,1
34593,19806,Raghav Bhat,60,1
34594,19806,Dhruv Chokshi,42,1
34595,19806,Mohini Choudhary,57,1
34596,19807,Anika Seth,45,1
34597,19807,Kamala Trivedi,35,2
34598,19808,Advaith Raja,41,1
34599,19808,Brinda Chand,38,1
34600,19809,Yachana Jain,25,1
34601,19809,Oeshi Saxena,37,2
34602,19809,Rehaan Mahal,48,1
34603,19810,Fitan Borra,42,1
34604,19810,Harish Narayan,30,2
34605,19811,Kashish Seshadri,29,2
34606,19812,Keya Sahota,44,1
34607,19812,Triveni Dhar,24,2
34608,19812,Mohini Sachdeva,60,1
34609,19812,Ranbir Loyal,30,1
34610,19813,Oliver Sarna,36,1
34611,19814,Waida Narayan,34,1
34612,19815,Kai Mani,25,1
34613,19815,Krish Vala,41,1
34614,19815,Jason Prakash,25,1
34615,19816,Zehaan Mohanty,42,1
34616,19816,Mekhala Shroff,51,1
34617,19817,Luke Viswanathan,40,1
34618,19817,Ayush Seth,25,1
34619,19817,Harinakshi Grewal,48,1
34620,19818,Praneel Sur,40,1
34621,19818,Aashi Chawla,25,2
34622,19819,Robert Mohanty,45,1
34623,19820,Ekta Bava,41,1
34624,19820,Krisha Doctor,54,1
34625,19820,Chatresh Sundaram,45,2
34626,19821,Unni Sidhu,51,1
34627,19821,Jacob Bakshi,52,1
34628,19822,Hardik Bawa,22,1
34629,19823,Siddharth Gera,58,1
34630,19823,Ishaan Sani,44,1
34631,19823,Tanish Buch,41,1
34632,19824,Kashish Uppal,27,2
34633,19824,Zarna Lata,45,2
34634,19825,Jackson Devi,33,2
34635,19826,Xalak Barman,53,2
34636,19827,Vedant Devan,24,1
34637,19828,Zilmil Bhandari,37,1
34638,19829,Shivansh Bandi,24,1
34639,19830,Odika Sandhu,48,1
34640,19830,Kashvi Sur,56,1
34641,19831,Dipta Manne,40,2
34642,19832,Irya Parsa,37,1
34643,19833,Wriddhish Sura,22,2
34644,19833,Pushti Menon,43,2
34645,19833,Karan Thaman,59,1
34646,19834,Laban Das,56,2
34647,19834,Fiyaz Divan,31,2
34648,19834,Yashoda Nagarajan,24,1
34649,19835,Arya Dutt,41,1
34650,19835,Megha Varkey,40,1
34651,19835,Ekansh Goyal,48,1
34652,19836,Indira Bawa,54,1
34653,19837,Indira Padmanabhan,27,1
34654,19838,Girik Natarajan,57,1
34655,19839,Mugdha Dixit,33,1
34656,19840,Sneha Shah,53,1
34657,19841,Netra Garg,33,2
34658,19842,Michael Viswanathan,40,1
34659,19843,Idika Karpe,47,1
34660,19844,Aashi Kamdar,29,2
34661,19844,Advaith Banik,36,1
34662,19845,Hamsini Patil,30,1
34663,19845,Chaitaly Sharaf,44,1
34664,19845,Arjun Nagar,31,2
34665,19845,Gautam Chokshi,29,1
34666,19846,Nidra Banik,26,1
34667,19846,Ekta Ramakrishnan,36,1
34668,19847,Ishani Madan,52,1
34669,19848,Adweta Kade,57,1
34670,19849,Warjas Narain,55,1
34671,19849,Qabil Agarwal,50,1
34672,19850,Liam Kota,51,1
34673,19851,Anjali Dewan,35,1
34674,19852,Janya Kibe,48,1
34675,19852,Kashish Bajaj,49,1
34676,19852,Zaitra Bora,38,1
34677,19853,Chanchal Som,33,2
34678,19853,Vihaan Salvi,23,1
34679,19854,Jackson Bakshi,54,1
34680,19855,Ria Sheth,48,1
34681,19855,Ekalinga Barad,21,1
34682,19855,Atharv Baral,47,2
34683,19855,Vihaan Sule,48,2
34684,19856,Odika Subramanian,58,2
34685,19856,Peter Jayaraman,29,1
34686,19856,Amol Handa,59,1
34687,19857,Aarav Goyal,58,1
34688,19858,Rajata Rajan,56,2
34689,19858,Triya Deshmukh,34,2
34690,19859,Chanakya Chaudhry,33,1
34691,19859,Chanakya Dar,58,1
34692,19859,Anirudh Swaminathan,57,1
34693,19859,Oeshi Mutti,23,1
34694,19860,Chanchal Biswas,52,1
34695,19861,Onveer Modi,54,2
34696,19861,Yuvraj Ghosh,56,1
34697,19862,Vyanjana Varma,21,2
34698,19862,Idika Nori,59,1
34699,19863,Leena Shankar,47,2
34700,19864,Ria Mohanty,55,2
34701,19865,Jagrati Doctor,33,1
34702,19866,Elijah Bhakta,33,1
34703,19866,Ubika Kurian,27,1
34704,19867,Zashil Magar,27,2
34705,19867,Kiaan Cheema,35,1
34706,19867,Qarin Guha,21,1
34707,19867,Azad Rai,40,1
34708,19868,Yagnesh Sood,20,1
34709,19868,Tarak Vig,36,1
34710,19869,Siya Raj,34,2
34711,19869,Finn Kant,40,1
34712,19870,Aayush Goel,47,1
34713,19871,Amol D’Alia,50,2
34714,19871,Jagat Viswanathan,47,1
34715,19871,Timothy Sengupta,55,2
34716,19872,Matthew Sodhi,49,2
34717,19873,Bakhshi Khosla,52,1
34718,19874,Rudra Sehgal,32,1
34719,19874,Bina Borde,28,1
34720,19874,Mugdha Arora,50,1
34721,19875,Matthew Chandran,43,2
34722,19875,Jagat Batta,55,1
34723,19875,Indrajit Andra,45,2
34724,19876,Ansh Goda,46,1
34725,19877,Imaran Verma,20,2
34726,19877,Gaurav Pandey,48,1
34727,19878,Eta Prabhu,34,1
34728,19879,Isaac Gour,49,1
34729,19879,Eiravati Shan,40,2
34730,19879,Darpan Sankaran,49,1
34731,19879,Netra Mane,23,2
34732,19880,Gagan Basu,47,2
34733,19880,Ati Rajagopalan,40,1
34734,19881,Mason Saxena,22,1
34735,19881,Sachi Brar,18,1
34736,19881,Varenya Balakrishnan,44,1
34737,19882,Garima Swamy,48,2
34738,19882,Advika Sarin,57,1
34739,19883,Imaran Dave,35,1
34740,19884,Divya Bumb,19,1
34741,19884,Karan Kota,45,1
34742,19885,Wazir Mahajan,57,2
34743,19885,Ishwar Subramaniam,56,2
34744,19886,Neha Manne,58,1
34745,19886,Ekanta Nagi,60,1
34746,19886,Gopal Parmer,38,1
34747,19887,Tamanna Sankar,24,1
34748,19887,Lakshit Dubey,43,1
34749,19887,Anika Hayer,35,2
34750,19887,Chandran Wadhwa,52,1
34751,19888,Radha Mohanty,18,1
34752,19889,Jagat Ram,20,1
34753,19889,Aarna Patel,33,2
34754,19890,Nidhi Doshi,58,1
34755,19891,Urmi Chacko,31,1
34756,19892,Chameli Peri,60,2
34757,19892,Avi Chad,44,1
34758,19893,Jack Ranganathan,39,2
34759,19893,Kavya Chaudry,26,2
34760,19893,Simon Nadig,47,1
34761,19893,Aarush Date,25,2
34762,19894,Matthew Kar,30,2
34763,19894,Gopal Sastry,37,1
34764,19895,Peter Kakar,41,1
34765,19895,Chaaya Shankar,49,1
34766,19896,Naksh Sastry,51,1
34767,19897,Ekavir Dasgupta,33,1
34768,19897,Siddharth Buch,31,2
34769,19898,Max Shenoy,27,2
34770,19898,Abha Sood,42,1
34771,19899,Harshil Savant,31,1
34772,19900,Radhika Taneja,40,1
34773,19900,Urvi Tella,36,1
34774,19901,Geetika Dalal,38,1
34775,19901,Tripti Bassi,44,1
34776,19901,Qasim Luthra,27,1
34777,19901,Om Ramakrishnan,58,1
34778,19902,Quincy Pau,47,1
34779,19902,Peter Garde,55,2
34780,19902,Aarush Nagy,40,1
34781,19902,Lajita Savant,29,1
34782,19903,Gopal Sem,59,2
34783,19904,Bhanumati Issac,49,1
34784,19905,Manan Patla,56,1
34785,19905,Sara Mistry,26,1
34786,19905,Aahana Randhawa,24,1
34787,19905,Zehaan Rajagopalan,30,1
34788,19906,Meera Iyer,48,1
34789,19906,Arin Nair,45,2
34790,19907,Ridhi Dyal,32,1
34791,19907,Samuel Rastogi,54,1
34792,19908,Sneha Kant,45,2
34793,19909,Vanya Dubey,35,1
34794,19910,Isaac Toor,44,1
34795,19910,Advaith Shere,60,1
34796,19910,Tanveer Virk,20,1
34797,19911,Isaac Kashyap,29,1
34798,19912,Yochana Jain,46,1
34799,19912,Omaja Mitra,51,2
34800,19913,Amara Iyengar,58,1
34801,19914,Megha Dayal,38,1
34802,19914,Jagrati Wali,55,1
34803,19915,Chakradev Apte,30,1
34804,19915,Waida Kaur,53,2
34805,19916,Aashi Date,37,1
34806,19917,Watika Jhaveri,35,1
34807,19918,Hema Prasad,26,1
34808,19918,Udyati Manne,39,1
34809,19918,Daksha Gala,48,1
34810,19919,Azad Majumdar,52,2
34811,19920,Amrita Mishra,51,1
34812,19920,Hamsini Natarajan,30,1
34813,19920,Siya Bala,60,2
34814,19920,Kashvi Bal,24,2
34815,19921,Lakshmi Sundaram,48,1
34816,19922,Sarthak Ganesh,20,1
34817,19922,Saksham Bhattacharyya,41,1
34818,19923,Om Bath,36,2
34819,19924,Jeet Rau,34,1
34820,19924,Wishi Oak,51,1
34821,19924,Warhi Dayal,55,1
34822,19925,Mohini Sura,44,1
34823,19925,Kavya Morar,45,1
34824,19926,Quincy Deshpande,52,1
34825,19926,Yug Dutta,24,1
34826,19927,Guneet Balay,45,1
34827,19927,Edhitha Das,42,2
34828,19928,Warda Saraf,40,1
34829,19929,Harrison Dugal,26,1
34830,19930,Devika Kulkarni,28,1
34831,19931,Vrinda Savant,38,2
34832,19931,Avni Mitra,22,1
34833,19932,Yatan Mistry,48,1
34834,19933,Ekantika Bedi,28,1
34835,19934,Pratyush Nagi,20,2
34836,19935,Ridhi Sanghvi,38,1
34837,19935,Laban Mitter,22,1
34838,19936,Pranit Deshmukh,24,1
34839,19937,Inaya Halder,44,1
34840,19938,Rayaan Natt,50,1
34841,19939,Anita Varty,41,2
34842,19939,Hiral Srivastava,24,1
34843,19940,Balveer Shenoy,24,2
34844,19941,Aishani Pathak,45,2
34845,19941,Gaurika Brahmbhatt,22,1
34846,19941,Nihal Bal,21,2
34847,19942,Ria Ganguly,30,2
34848,19942,Lavanya Koshy,59,1
34849,19942,Garima Das,52,2
34850,19943,Jack Bhatia,25,1
34851,19944,Varenya Nazareth,18,1
34852,19945,Tejas Setty,26,2
34853,19946,Anita Talwar,48,2
34854,19947,Theodore Setty,19,1
34855,19947,Vansha Dara,49,1
34856,19948,Om Ramaswamy,35,1
34857,19948,Gaurangi Nagy,45,1
34858,19948,Hitesh Raval,57,2
34859,19948,Chakradhar Tata,54,1
34860,19949,Matthew Chander,42,1
34861,19949,Zinal Narayan,49,1
34862,19950,George Kumer,40,1
34863,19950,Girindra Sankaran,50,1
34864,19951,Vincent Chakrabarti,19,1
34865,19951,Manan Sarna,60,1
34866,19952,Hemani Choudhry,48,2
34867,19953,Vincent Sangha,39,1
34868,19954,Wakeeta Mahal,37,2
34869,19954,Vaishnavi Hayre,31,1
34870,19954,Kabir Varma,22,1
34871,19954,Jatin Issac,29,1
34872,19955,Qabil Mishra,35,1
34873,19956,Nikita Garg,57,2
34874,19956,Leena Dave,24,2
34875,19956,Abeer Mitra,52,2
34876,19957,Joshua Kothari,18,1
34877,19957,Chandresh Saini,18,1
34878,19958,Jairaj Dey,44,2
34879,19958,Saanvi Chadha,57,1
34880,19959,Elijah Thaker,26,2
34881,19959,Advik Mander,38,1
34882,19960,Robert Atwal,49,1
34883,19961,Arya Lal,24,1
34884,19962,Peter Narain,29,1
34885,19963,Tripti Minhas,19,1
34886,19963,Abdul Deep,37,1
34887,19964,Atharv Raju,29,1
34888,19965,Sai Lad,25,1
34889,19965,Netra Halder,52,1
34890,19965,Neelima Contractor,46,1
34891,19966,Champak Saran,23,1
34892,19966,Theodore Deo,18,1
34893,19967,Jairaj Sant,29,2
34894,19968,Jack Singhal,28,1
34895,19968,Vansha Palan,44,1
34896,19968,Viraj Gole,27,1
34897,19969,David Khalsa,56,2
34898,19969,Warda Gopal,29,1
34899,19970,Udarsh Sachar,21,1
34900,19970,Jack Purohit,41,1
34901,19971,Suhani Dani,56,1
34902,19972,Anjali Menon,58,2
34903,19973,Ucchal Sheth,42,1
34904,19974,Akshay Jani,29,1
34905,19975,Wazir Rege,56,1
34906,19975,Sathvik Choudhary,37,2
34907,19976,Kritika Sur,19,1
34908,19976,William Rout,27,1
34909,19977,Daksha Gola,51,1
34910,19977,Baljiwan Gour,59,2
34911,19978,Indali Cherian,37,1
34912,19978,Pavani Nayar,56,1
34913,19978,Faraj Gulati,50,1
34914,19978,Vyanjana Tank,53,1
34915,19979,Aarav Ganesh,54,2
34916,19980,Siya Yadav,59,1
34917,19980,Victor Suresh,41,1
34918,19981,Vedhika Mahajan,20,1
34919,19982,Yoshita Iyengar,35,1
34920,19982,Jackson Baria,31,2
34921,19983,Lila Chandran,27,1
34922,19983,Veda Kala,43,1
34923,19984,Nathan Kothari,41,1
34924,19984,Shravya Konda,44,1
34925,19985,Aarav Grover,28,1
34926,19985,Amara Kaur,46,2
34927,19986,Ayush Seth,25,1
34928,19987,Jagrati Mand,48,2
34929,19988,Dalbir Sani,20,1
34930,19988,Abeer Vora,57,1
34931,19988,Nitesh Basu,48,1
34932,19988,Warinder Sami,24,1
34933,19989,Naveen Kothari,35,2
34934,19989,Amara Oza,20,1
34935,19989,Henry Iyer,58,2
34936,19990,Priya Lal,55,2
34937,19991,Manan Gill,60,1
34938,19992,Tamanna Banik,59,1
34939,19992,Rohan Chopra,34,1
34940,19993,Meghana Sen,36,1
34941,19994,Ekta Chowdhury,27,1
34942,19995,Chandani Singh,18,1
34943,19996,Idika Tella,49,1
34944,19997,Warinder Behl,35,2
34945,19997,Jagat Bora,43,2
34946,19997,Tanmayi Natt,21,2
34947,19998,Banjeet Joshi,58,1
34948,19998,Sanaya Sangha,51,1
34949,19999,Nitara Peri,33,1
34950,19999,Laban Mitra,20,1
34951,20000,Jagdish Kalla,43,1
34952,20000,Yutika Balay,20,2
34953,20001,Avni Bahri,32,2
34954,20001,Ishaan Grewal,28,1
34955,20002,Nidra Bhargava,21,1
34956,20002,Bhavya Toor,20,2
34957,20003,Anmol Sagar,40,2
34958,20004,Qabil Master,29,1
34959,20005,Atharv Sengupta,30,2
34960,20006,Kalpit Venkatesh,36,1
34961,20006,Bakhshi Shere,48,2
34962,20007,Champak Ratti,18,1
34963,20008,Ishani Sengupta,38,1
34964,20008,Keya Devan,45,1
34965,20008,Ladli Choudhry,40,2
34966,20009,Ishaan Sharma,20,2
34967,20010,Krish Sarkar,57,1
34968,20011,Charita Vala,55,2
34969,20012,Nitara Sethi,46,2
34970,20013,Sudiksha Sankar,54,1
34971,20014,Kiaan Peri,20,1
34972,20014,Owen Bir,59,1
34973,20014,Nikita Tella,53,1
34974,20015,Ganga Bakshi,47,2
34975,20015,Urvashi Korpal,27,1
34976,20015,Yashvi Bains,21,1
34977,20016,Vihaan Tiwari,28,1
34978,20017,Isha Mital,35,1
34979,20018,Qabil Zachariah,58,1
34980,20018,Gaurika Rastogi,33,1
34981,20019,Yagnesh Halder,53,1
34982,20019,Nidhi Bahri,24,1
34983,20020,Rushil Pandya,50,1
34984,20020,Fiyaz Chand,26,1
34985,20020,Ayushman Acharya,38,1
34986,20020,Abha Sem,43,1
34987,20021,Ekansh Sangha,54,2
34988,20021,Manbir Madan,58,1
34989,20021,Shivani Ratta,46,1
34990,20021,Zansi Soni,38,1
34991,20022,Rushil Bains,54,1
34992,20022,Faras Nayar,18,2
34993,20022,Oeshi Dhar,27,1
34994,20022,Kabir Nair,26,1
34995,20023,Zaid Loke,32,1
34996,20024,Amrita Rama,53,2
34997,20025,Nitesh Gill,48,1
34998,20026,Gauri Raja,20,2
